hospital_name,address,naver_website,naver_phone
군자성모정형외과의원,"서울특별시 광진구 능동로 295, ES빌딩 1층 102호 (군자동)",https://gunjasungmo.com/,02-499-9911
굳쎈정형외과의원,"서울특별시 노원구 동일로 1673, 상계빌딩 4,3,2층 302호, 202호 (상계동)",,
굿나잇비뇨의학과의원,"서울특별시 구로구 가마산로 246, 대신빌딩 4층 (구로동)",https://blog.naver.com/goodnighturo,02-839-7582
굿닥터비뇨기과의원,"서울특별시 송파구 법원로 114, C동 2층 201~202호 (문정동, 엠스테이트)",https://blog.naver.com/gooddoctorb,02-402-6575
굿닥터의원,"서울특별시 양천구 곰달래로5길 37, 105호 (신월동, 태영아파트상가)",,
굿데이이비인후과의원,"서울특별시 성북구 돌곶이로 25, 2층 (석관동, 씨티홈)",https://gooddayent.kr,02-966-9002
굿모닝내과의원,"서울특별시 강북구 한천로105길 7, 2층 (번동)",,
굿모닝박내과의원,"서울특별시 동대문구 천호대로 425, 4층 (장안동)",,
굿모닝소아청소년과의원,"서울특별시 노원구 동일로204가길 12, 홈플러스 지하2층 (중계동)",,
굿모닝의원,"서울특별시 구로구 개봉로3길 76, (개봉동)",https://blog.naver.com/paulhahm,02-2066-7588
굿모닝의원,"서울특별시 강남구 삼성로 212, (대치동, 은마상가 A블럭 212-1)",,
굿모닝의원,"서울특별시 강서구 공항대로 437, 2층 (등촌동)",,
굿모닝의원,"서울특별시 양천구 목동중앙본로 113, 2층 (목동)",,
굿모닝의원,"서울특별시 강동구 올림픽로 654, 삼영빌딩 3층 1호 (천호동)",,
굿모닝의원,"서울특별시 광진구 자양로9길 77, 4층 (자양동)",,
굿모닝정형외과의원,"서울특별시 강북구 도봉로 190, (미아동, 비전빌딩)",,
굿모닝플러스외과의원,"서울특별시 성북구 종암로 120, (종암동)",,
굿모닝플러스의원,"서울특별시 관악구 난곡로31길 5, 2층 (신림동, 성수빌딩)",,
굿본정형외과재활의학과의원,"서울특별시 마포구 양화로 156, LG팰리스빌딩 2층 204~207호 (동교동)",,
굿앤웰내과소아청소년과의원,"서울특별시 송파구 올림픽로 212, 207호,208호 (잠실동, 갤러리아팰리스)",,
권가정의학과의원,"서울특별시 영등포구 신풍로 46, 2층 (신길동)",,
권내과의원,"서울특별시 노원구 마들로 111, 나동 205호, 206호 (월계동, 삼호종합상가)",https://blog.naver.com/brook01,02-972-8375
권소아청소년과의원,"서울특별시 은평구 응암로 308, 301호 (응암동)",,
권오민마취통증의학과의원,"서울특별시 노원구 동일로 1379, 5층 (상계동, 다모아빌딩)",,
권피부과의원,"서울특별시 중랑구 겸재로 178, 2층 (면목동)",,
권피부과의원,"서울특별시 구로구 구로중앙로 68, 313,314호 (구로동, 신안타워)",,
권현민내과의원,"서울특별시 양천구 목동남로4길 2, 203호 (신정동, 세양청마루2차 주상복합상가)",,
규피부과의원,"서울특별시 강서구 양천로 556, 304호 (등촌동, 강서메디칼센터)",,
그녀의정원여성의원,"서울특별시 강남구 언주로 303, 지하2층 (역삼동)",https://blog.naver.com/derama_obgy,02-3453-2855
그대안에산부인과의원,"서울특별시 강남구 테헤란로87길 13, 서영빌딩 1201호 (삼성동)",https://pf.kakao.com/_gxnxbxjxj,02-565-0502
그대의봄여성의원,"서울특별시 광진구 능동로 290, 삼일빌딩 2층 (능동)",http://www.yourbom.com,02-6223-0920
그랜드성형외과의원,"서울특별시 강남구 논현로 841, 제이비 미소빌딩 6층 601호 (신사동)",http://www.grandsurgery.com/,1588-5153
그랜드연합의원,"서울특별시 관악구 난곡로 231, 2층 (신림동)",https://grandclinic.qshop.ai/,02-853-8575
그랜드피부과의원,"서울특별시 송파구 오금로 506, (거여동, 일동빌딩 5층)",https://blog.naver.com/iouderm,02-408-0345
그리니피부과의원,"서울특별시 서초구 방배천로2길 5, 성지빌딩 2층 (방배동)",http://pf.kakao.com/_ElxgcG,02-586-5500
그리다성형외과의원,"서울특별시 강남구 강남대로 408, YBM강남센터 1201호 (역삼동)",http://www.gridaprs.com/,02-558-0090
그린몰의원,"서울특별시 강남구 도산대로 107, BIO, 5층일부, 7층, 8층일부 (신사동)",http://www.greenmallclinic.co.kr,02-517-9122
그린소아과의원,"서울특별시 관악구 신림로 169, 401호 (신림동, 영창빌딩)",,
그린소아청소년과의원,"서울특별시 송파구 오금로32길 35, 2층 201호 (송파동)",,
그린소아청소년과의원,"서울특별시 강남구 영동대로137길 3, 2층 일부 (청담동)",,
그림성형외과의원,"서울특별시 강남구 언주로 641, 펜트힐 루 논현 2층 219~226호 (논현동)",https://www.geurimplasticsurgery.co.kr/,543-5467
근본정형외과의원,"서울특별시 광진구 광나루로 517, B1~3층 (구의동)",https://basicos.co.kr/,02-458-7008
글로리의원,"서울특별시 중구 퇴계로 234, 민국저축은행 1층 (충무로5가)",https://gloryclinic-md.co.kr,02-2038-6706
글로벌케어내과의원,"서울특별시 강남구 언주로30길 39, 린스퀘어, 4층일부 (도곡동)",,
글로비지테라안티에이징의원,"서울특별시 강남구 논현로 843, EGI빌딩 7층 (신사동)",https://blog.naver.com/gthera,02-516-3398
글로우의원,"서울특별시 서초구 강남대로 337, 11층 (서초동)",https://booking.naver.com/booking/13/bizes/563224,02-2039-2460
글로우포트의원,"서울특별시 강서구 화곡로68길 3, 3층 일부호 (등촌동)",https://glowport.kr/,02-3662-6770
글로웰의원,"서울특별시 영등포구 의사당대로1길 34, 302호 (여의도동, 인영빌딩)",https://www.youtube.com/channel/UC4QQoSyFPbvnYW0zQNZIIKw,02-2631-9900
금천대윤정형외과의원,"서울특별시 금천구 시흥대로 381, (독산동)",,
금천연세로이소아청소년과의원,"서울특별시 금천구 시흥대로 291, 272호 (독산동, 금천롯데캐슬골드파크3차)",https://short.ddocdoc.com/0fsrc3,02-6267-4030
금천연세정형외과의원,"서울특별시 금천구 금하로 720, 에벤에셀프라자 204호 (시흥동)",,
금호의원,"서울특별시 성동구 행당로 35, 1층 (금호동1가)",,
금호퍼스트내과의원,"서울특별시 성동구 독서당로 302, 3층 12호 (금호동4가)",http://khfirst.co.kr/,02-2299-0010
기린아이소아청소년과의원,"서울특별시 성북구 월계로 52, 5층 501호 (하월곡동)",,
기분좋은연세365의원,"서울특별시 은평구 응암로 223, 2층 3층 (응암동)",,
기분좋은피부과의원,"서울특별시 강남구 도산대로 211, 동현빌딩 4층 (신사동)",http://www.feelsogoodclinic.com,02-512-1675
기브미의원,"서울특별시 서초구 강남대로 439, 유화빌딩 1201호 (서초동)",http://pf.kakao.com/_xjzxbgxj/chat,
기쁜소식산부인과의원,"서울특별시 양천구 신월로 304, 4층 (신정동)",https://goodnewsobgy.co.kr,02-2643-3388
기쁨소아청소년과의원,"서울특별시 노원구 동일로216길 70, 1층 (상계동, 상계주공4단지아파트)",,
기쁨준내과의원,"서울특별시 동작구 장승배기로 168, 3층 301(일부)호 (노량진동)",http://blog.naver.com/delightclinic,02-826-7575
기앤미의원,"서울특별시 영등포구 의사당대로1길 11, 2층 (여의도동, 메종리브르오피스텔)",,
길내과의원,"서울특별시 광진구 광나루로56길 34, (구의동)",,
김경환이비인후과의원,"서울특별시 성동구 행당로 84, 307호 (행당동, 행당한진타운종합상가)",,
김규남가정의학과의원,"서울특별시 노원구 동일로 1350, 삼양빌딩 4층 402호 (상계동)",https://blog.naver.com/dr_q_fm3275,02-930-2227
김규리소아청소년과의원,"서울특별시 동대문구 장한로 119, 322호 (장안동, 장안삼성쉐르빌)",,
김낙인피부과의원,"서울특별시 용산구 한강대로 259, 210,211호 (갈월동, 고려에이트리움)",,
김남일의원,"서울특별시 도봉구 도봉로 727-1, 5,6층 (방학동)",,
김대현내과의원,"서울특별시 노원구 동일로191길 28, 2층 (공릉동)",,
김덕현피부과의원,"서울특별시 강남구 강남대로 532, 2층 (논현동, 신성빌딩)",,
김동건피부과의원,"서울특별시 송파구 마천로 41, (방이동, 5층)",http://www.dkkskin.com/,02-414-7557
김동준피부과의원,"서울특별시 성동구 행당로 87, 405호 (행당동, 대림리빙프라자)",http://www.hana-skin.com/,02-2281-6589
김두영정형외과의원,"서울특별시 영등포구 신길로 145, (신길동)",,
김명애피부과의원,"서울특별시 서초구 사평대로 18, 학림빌딩 202호중 일부(표시상203호)호 (방배동)",,
김미경산부인과의원,"서울특별시 송파구 송파대로 111, 205동 313호 (문정동, 파크하비오)",http://www.habiokim.co.kr,02-401-2256
김병철의원,"서울특별시 도봉구 노해로65길 14-3, (창동)",,
김상대내과의원,"서울특별시 송파구 동남로 138, (문정동)",,
김석호내과의원,"서울특별시 동작구 상도로 91, (상도동)",https://blog.naver.com/kshclinic91,02-826-2777
김선경삼성신경과의원,"서울특별시 양천구 신목로 88, 4층 (신정동)",https://ksgnu.medisay.co.kr/,02-6097-0119
김선영소아과의원,"서울특별시 성북구 동소문로 190, 202호 (돈암동, 중앙빌딩)",,
김성남내과의원,"서울특별시 양천구 목동동로 435, 305~309호 (목동, 화성프라자)",,
김성옥소아청소년과의원,"서울특별시 강서구 수명로 80, 베스트프라자빌딩 2층 201,202-1,202-2호 (내발산동)",,
김성현이비인후과의원,"서울특별시 동대문구 사가정로 148, 2층 (전농동)",http://www.kiment.kr/,02-2249-3666
김성호피부과의원,"서울특별시 광진구 뚝섬로 558, (자양동)",,
김성훈가정의학과의원,"서울특별시 관악구 당곡길 28, (봉천동)",,
김성훈가정의학과의원,"서울특별시 은평구 갈현로41길 10-1, (갈현동)",,
김송이의원,"서울특별시 강남구 선릉로158길 15, 1층 (청담동)",https://www.ksy-clinic.co.kr/,02-6406-8443
김수진내과의원,"서울특별시 동작구 보라매로5가길 16, 502호 (신대방동)",,
김숙희여성의원,"서울특별시 광진구 광나루로 360, 2층 (화양동)",https://blog.naver.com/omgksh0830,02-467-8275
김스의원,"서울특별시 강남구 압구정로80길 37, 3층 (청담동)",,
김승욱내과의원,"서울특별시 용산구 만리재로 134, (서계동, 파리바게뜨제과)",,
김애경내과의원,"서울특별시 영등포구 양평로 22, 10층 (당산동6가)",,
김앤김피부과의원,"서울특별시 강동구 천호대로 1027, (천호동, 일동통상천호빌딩)",,
김앤박마취통증의학과의원,"서울특별시 은평구 갈현로 8, 2층 (신사동)",,
김앤유이비인후과가정의학과연합의원,"서울특별시 은평구 진관4로 37, 820동 114,115호 (진관동, 롯데캐슬)",,
김연일정형외과의원,"서울특별시 용산구 이촌로84길 9-18, (이촌동)",,
김영대마취통증의학과의원,"서울특별시 동대문구 홍릉로 6-2, 2층 (청량리동)",,
김영재의원,"서울특별시 강남구 삼성로 772, 8층 일부호 (청담동)",https://www.kimyoungjaeclinic.com,02-546-7171
김영주내과의원,"서울특별시 노원구 섬밭로 258, 건영옴니백화점 5층 (중계동)",,
김영주이비인후과의원,"서울특별시 강동구 동남로73길 26, 3층 (명일동)",,
김영찬내과의원,"서울특별시 강남구 도산대로 333, K+ 메디칼타워 5층 (신사동)",http://www.kycim.co.kr/,3444-8875
김영환내과의원,"서울특별시 은평구 은평로 219, 2층 (녹번동)",,
김용운성형외과의원,"서울특별시 강북구 도봉로 325, 6층 (수유동, 수성타워)",http://cafe.naver.com/9995533,02-999-5533
김용호소아청소년과의원,"서울특별시 금천구 독산로 139, 2층 (시흥동)",,
김윤섭피부과의원,"서울특별시 동작구 동작대로 129, (사당동)",https://www.kimskinclinic.co.kr,02-591-7789
김은아소아청소년과의원,"서울특별시 서대문구 통일로 510, 상가동 204,206호 (홍은동, 북한산 더샵)",https://blog.naver.com/kimeunapediatrics,02-391-0553
김의원,"서울특별시 서대문구 연희로 124, (연희동)",http://drkim119.com,02-337-3119
김이중피부과의원,"서울특별시 강동구 양재대로 1355, (성내동)",,
김인주연세가정의학과의원,"서울특별시 서대문구 홍은중앙로 89, (홍은동)",,
김인철의원,"서울특별시 관악구 시흥대로 558-1, 4층 (신림동, G 밸리마인드)",,
김재만내과의원,"서울특별시 은평구 응암로 179, 2층 (응암동)",,
김재연내과의원,"서울특별시 금천구 금하로 763, 201호 (시흥동, 벽산2차 중심상가)",,
김재준피부과의원,"서울특별시 관악구 관악로 231-1, 3층 (봉천동)",,
김재학내과의원,"서울특별시 마포구 큰우물로 53, 402호 (염리동)",,
김정일정신건강의학과의원,"서울특별시 강남구 선릉로 603, 3층 (논현동)",,
김정피부과의원,"서울특별시 성북구 동소문로 315, 지상8층 (길음동, 현대아파트)",,
김주예소아청소년과의원,"서울특별시 서대문구 증가로 129, 2층 (남가좌동)",,
김주필의원,"서울특별시 성동구 아차산로7가길 1, (성수동2가)",,
김지수피부과의원,"서울특별시 구로구 개봉로 57-1, 2층 (개봉동)",,
김지연산부인과의원,"서울특별시 관악구 봉천로 212, 4층 (신림동)",http://www.drkimjy.com,02-884-1852
김지은피부과의원,"서울특별시 송파구 송파대로 345, 1A동 3041호일부,3042호 (가락동, 헬리오시티)",,
김지혜소아청소년과의원,"서울특별시 중랑구 신내로 225, 2층 (신내동, 디아뜨갤러리)",,
김진권피부과의원,"서울특별시 강남구 일원로 33, 금성빌딩 (일원동)",,
김진아소아과의원,"서울특별시 구로구 고척로 142-1, (고척동)",,
김진의원,"서울특별시 마포구 망원로 78, (망원동)",,
김차현내과의원,"서울특별시 성동구 왕십리로 275, (행당동)",,
김철수가정의학과의원,"서울특별시 영등포구 도신로64길 10, 2, 3층 (신길동)",,
김철신정형외과의원,"서울특별시 관악구 남부순환로 1912, 5,6호 (봉천동, 운차빌딩)",https://thehospital.imweb.me,02-872-3301
김철우내과의원,"서울특별시 중랑구 동일로 925, 2층 (묵동)",,
김피부과의원,"서울특별시 강북구 도봉로 53, (미아동)",,
