hospital_name,institution_type,specialty,departments,address,sido,sigungu,dong,phone,website,email,representative,bed_count,doctor_count,established_date,ykiho,source
활짝열린의원,의원,,,"서울특별시 노원구 중계로14길 29, 2층 (중계동)",서울,노원구,중계동,02-937-4637,,,,0,1,20020226,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzIxIyQxIyQ5IyQ5MiQyNjEwMDIjODEjJDEjJDIjJDgz,hira
활짝피움의원,의원,,,"서울특별시 성동구 왕십리로 410, 센트라스상가 L동 3층 311, 312호 (하왕십리동, 센트라스)",서울,성동구,하왕십리동,02-2291-3400,https://blog.naver.com/hphium,,,0,1,20170209,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzUxIyQxIyQ1IyQ5OSQyNjEwMDIjNTEjJDEjJDIjJDgz,hira
황소아과의원,의원,,,"서울특별시 송파구 가락로 244, 201호 (방이동, 동원빌딩)",서울,송파구,방이동,02-422-4274,,,,0,1,19910418,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzQxIyQxIyQ3IyQ3OSQzNjEwMDIjNTEjJDEjJDYjJDgz,hira
황소아청소년과의원,의원,,,"서울특별시 강북구 한천로105길 7, 201, 202호 (번동, 주공1단지)",서울,강북구,번동,02-980-2458,,,,0,1,19910903,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQxIyQxIyQ5MiQzNjE4MzIjNzEjJDEjJDgjJDgz,hira
황재훈비뇨기과의원,의원,,,"서울특별시 용산구 원효로 171, (원효로2가)",서울,용산구,원효로2가,02-703-6300,http://emperorclinic.co.kr,,,0,1,19900111,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQxIyQ3OSQ0NjE0ODEjNjEjJDEjJDgjJDgz,hira
회기센트럴이비인후과의원,의원,,,"서울특별시 동대문구 이문로 37, 1층 110~113호 (회기동, 회기역 한일베라체캠퍼스)",서울,동대문구,회기동,02-960-7200,https://blog.naver.com/hgcentralent,,,0,1,20180508,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzMxIyQxIyQzIyQ3OSQ0NjEwMDIjNTEjJDEjJDYjJDgz,hira
훈훈한내과의원,의원,,,"서울특별시 강동구 양재대로 1488, (길동)",서울,강동구,길동,02-484-7600,http://www.hunhunhan.co.kr/,,은수훈,0,2,20090506,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzIxIyQxIyQxIyQ5MiQ0NjE0ODEjNjEjJDEjJDQjJDgz,hira
훼미리365의원,의원,,,"서울특별시 용산구 장문로 96, 2,3층 (보광동)",서울,용산구,보광동,02-6205-6560,,,,0,1,20140902,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQ3IyQwMyQ0NjE0ODEjNjEjJDEjJDgjJDgz,hira
휘마의원,의원,,,"서울특별시 강남구 강남대로118길 42, 3층 (논현동)",서울,강남구,논현동,02-547-3075,http://www.hima.co.kr/,,,0,1,20090320,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzIxIyQxIyQ1IyQ5MiQ0NjEwMDIjNjEjJDEjJDQjJDgz,hira
휘소아청소년과의원,의원,,,"서울특별시 서대문구 가재울미래로 2, 3층 303-1,303-2호 (남가좌동, DMC파크뷰자이)",서울,서대문구,,02-6351-7575,,,,0,0,20170817,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzExIyQxIyQ3IyQ4MiQzNjEwMDIjODEjJDEjJDYjJDgz,hira
휴먼성형외과의원,의원,,,"서울특별시 서초구 강남대로 509, b동 11층 (반포동)",서울,서초구,반포동,02-515-3003,https://pshm.co.kr/,,,0,1,20141016,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzIxIyQxIyQxIyQ3MiQzNjEwMDIjNDEjJDEjJDgjJDgz,hira
휴먼피부과의원,의원,,,"서울특별시 강서구 공항대로 261, 발산파크프라자 301, 307, 401호 (마곡동)",서울,강서구,마곡동,02-3663-5940,https://www.instagram.com/humankj2021/,,,0,5,20240226,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzQxIyQxIyQ3IyQ5OSQyNjE0ODEjNDEjJDEjJDgjJDgz,hira
휴먼피부과의원,의원,,,"서울특별시 은평구 통일로 739, 2층 (대조동, 오산상가)",서울,은평구,대조동,02-352-9888,https://www.instagram.com/humankj2021/,,,0,2,20050504,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzMxIyQxIyQzIyQ4MiQyNjE0ODEjNTEjJDEjJDIjJDgz,hira
휴먼피부과의원,의원,,,"서울특별시 관악구 관악로 186, 2층 (봉천동)",서울,관악구,봉천동,02-883-7703,https://www.instagram.com/humankj2021/,,,0,2,20200316,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzIxIyQxIyQ1IyQ5MiQyNjEyMjIjNDEjJDEjJDQjJDgz,hira
휴먼피부과의원,의원,,,"서울특별시 용산구 서빙고로 17, 센트럴파크 몰동 2층 203호 ~208호, 2017호, 2018호 (한강로3가)",서울,용산구,한강로3가,02-792-8555,https://www.instagram.com/humankj2021/,,,0,4,20201103,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzMxIyQxIyQ3IyQxMyQyNjEyMjIjNTEjJDEjJDYjJDgz,hira
휴먼피부과의원,의원,,,"서울특별시 광진구 아차산로 502, 진넥스오딧세이 202,203호 (광장동)",서울,광진구,광장동,02-453-8275,https://www.instagram.com/humankj2021/,,,0,1,20210506,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzUxIyQxIyQ1IyQ3MiQzNjE4MzIjNjEjJDEjJDAjJDgz,hira
휴먼피부과의원,의원,,,"서울특별시 송파구 올림픽로 289, 잠실시그마타워 306,307호 (신천동)",서울,송파구,신천동,02-419-0777,https://jamsilhuman.com,,,0,1,20250731,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzIxIyQxIyQ1IyQ3OSQyNjEwMDIjNjEjJDEjJDgjJDgz,hira
휴앤미의원,의원,,,"서울특별시 양천구 오목로 231, 지하1층 (신정동)",서울,양천구,신정동,02-2606-8857,http://www.huenme.com,,,0,1,20200702,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzMxIyQxIyQ3IyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz,hira
휴킨스피부과의원,의원,,,"서울특별시 노원구 동일로204가길 34, 씨앤미복합빌딩 252호~260호 (중계동)",서울,노원구,중계동,02-977-6447,http://www.hukins.co.kr,,,0,1,20190721,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzExIyQxIyQzIyQ5MiQzNjE0ODEjNzEjJDEjJDgjJDgz,hira
휴피부과의원,의원,,,"서울특별시 강남구 학동로 433, 9층 2호 (청담동, 청담서울클리닉빌딩)",서울,강남구,청담동,02-545-8889,,,,0,1,20090427,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzQxIyQxIyQ3IyQ5OSQzNjE0ODEjNzEjJDEjJDgjJDgz,hira
흥인탑이비인후과의원,의원,,,"서울특별시 종로구 창신길 1, 3층 (창신동, 영화빌딩)",서울,종로구,창신동,02-741-7587,http://blog.naver.com/hitopclinic,,,0,1,20160928,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzQxIyQxIyQ3IyQwMyQyNjEwMDIjNTEjJDEjJDYjJDgz,hira
희락서울가정의학과의원,의원,,,"서울특별시 노원구 수락산로 190, 203호 (상계동, 희락상가)",서울,노원구,상계동,02-937-1982,,,,0,1,20050112,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzUxIyQyIyQ1IyQwMCQyNjEwMDIjNzEjJDEjJDgjJDgz,hira
히어(HEER)피부과의원,의원,,,"서울특별시 서초구 서초대로77길 54, 서초더블유타워 10층 (서초동)",서울,서초구,서초동,02-595-9901,https://heerskin.com,,,0,2,20250307,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzExIyQyIyQzIyQwMCQ0NjE0ODEjNjEjJDEjJDgjJDgz,hira
히트성형외과의원,의원,,,"서울특별시 서초구 서초대로77길 54, 14층 (서초동)",서울,서초구,서초동,02-508-5888,http://www.hitps.co.kr,,수술실명,0,5,20211104,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzIxIyQxIyQxIyQ4OSQyNjEyMjIjNjEjJDEjJDAjJDgz,hira
히포크라타의원,의원,,,"서울특별시 서초구 잠원로4길 33-2, 잠원동 스타빌딩 4층 401호 (잠원동)",서울,서초구,잠원동,02-591-9970,http://hippocrata.com,,프로필,0,1,20200228,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzUxIyQxIyQ1IyQ2MiQzNjEwMDIjNjEjJDEjJDQjJDgz,hira
힐리브의원,의원,,,"서울특별시 강남구 도산대로 106, BK빌딩 12층 (논현동)",서울,강남구,논현동,02-511-0609,https://www.instagram.com/healiv1,,,0,1,20210625,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzExIyQxIyQzIyQ4OSQ0NjE0ODEjNDEjJDEjJDgjJDgz,hira
힐링산부인과의원,의원,,,"서울특별시 노원구 노해로 485, 7층 (상계동, 금정빌딩)",서울,노원구,상계동,02-952-9100,www.healing-lady.com,,,0,1,20100218,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzExIyQxIyQzIyQ5MiQyNjEwMDIjNjEjJDEjJDAjJDgz,hira
힐비뇨기과의원,의원,,,"서울특별시 강남구 테헤란로 339, 선릉빌딩 7층 (역삼동)",서울,강남구,역삼동,501-6003,,,,0,1,20010319,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzIxIyQxIyQ1IyQxMyQyNjEwMDIjNTEjJDEjJDIjJDgz,hira
힐세리온의원,의원,,,"서울특별시 구로구 디지털로 306, 대륭포스트타워2차 218,219호 (구로동)",서울,구로구,구로동,02-6095-6326,https://www.healcerionclinic.co.kr/,webtick@gmail.com,,0,1,20260126,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzMxIyQxIyQzIyQ5MiQyNjEwMDIjNDEjJDEjJDQjJDgz,hira
힐스의원,의원,,,"서울특별시 마포구 양화로8길 5, 소천빌딩 5층 (서교동)",서울,마포구,서교동,02-3144-3775,https://www.healsclinic.co.kr,,김혜선,0,1,20200207,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzUxIyQxIyQxIyQ5OSQ0NjEwMDIjNDEjJDEjJDgjJDgz,hira
힐하우스피부과의원,의원,,,"서울특별시 광진구 능동로 90, 더 클래식500 2층 C-202호 (자양동)",서울,광진구,자양동,02-444-7585,https://www.instagram.com/healhouseskin,,,0,2,20171220,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzIxIyQxIyQ1IyQ5OSQyNjE4MzIjNjEjJDEjJDgjJDgz,hira
힐하우스피부과의원,의원,,,"서울특별시 강남구 강남대로 518, 4,5층 (논현동)",서울,강남구,논현동,02-6951-5761,https://www.instagram.com/healhouseskin,,,0,4,20260216,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzMxIyQxIyQzIyQwMyQ0NjE0ODEjNjEjJDEjJDAjJDgz,hira
힘내라내과의원,의원,,,"서울특별시 성동구 아차산로 113, 삼진빌딩 3층 301,302호 (성수동2가)",서울,성동구,성수동2가,02-2242-8525,https://himnaera.kr/,,,0,1,19990601,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzMxIyQxIyQzIyQ4MiQyNjEwMDIjNjEjJDEjJDQjJDgz,hira
힘찬부성정형외과의원,의원,,,"서울특별시 강서구 곰달래로 223, (화곡동)",서울,강서구,화곡동,02-2696-9119,,,,0,2,20030311,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzUxIyQxIyQ1IyQ5OSQzNjEyMjIjNjEjJDEjJDQjJDgz,hira
4월31일성형외과의원,의원,,,"서울특별시 강남구 논현로 707, 4월 31일 빌딩 지하1층 일부, 2~3층 (논현동)",서울,강남구,논현동,02-540-6777,http://www.april31.co.kr,"april31s@april31.co.kr, jjiyoon@hotmail.com",중국성형,0,5,20000105,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzQxIyQxIyQ3IyQ3MiQyNjEwMDIjNTEjJDEjJDYjJDgz,hira
D&A(디앤에이)성형외과의원,의원,,,"서울특별시 강남구 압구정로 210, 용기빌딩 3층 일부 (신사동)",서울,강남구,신사동,02-540-6346,http://www.dnaps.co.kr/renewal/,,,0,1,19960613,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzMxIyQxIyQzIyQ3OSQzNjE4MzIjODEjJDEjJDIjJDgz,hira
OLE(올래)성형외과의원,의원,,,"서울특별시 강남구 압구정로30길 23, 6층 604호 (신사동)",서울,강남구,신사동,516-0005,http://www.oleps.co.kr,webtick@gmail.com,,0,1,20110726,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzIxIyQxIyQ1IyQ5OSQzNjEwMDIjNDEjJDEjJDQjJDgz,hira
가넷성형외과의원,의원,,,"서울특별시 강남구 압구정로30길 51, I.S.A 빌딩 5층 (신사동)",서울,강남구,신사동,02-517-8800,http://www.garnetps.co.kr/?mik=place,garnetps100@gmail.com,책임진료,0,1,20221227,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzUxIyQxIyQxIyQ5OSQyNjE0ODEjNTEjJDEjJDYjJDgz,hira
가락한솔의원,의원,,,"서울특별시 송파구 양재대로 932, 관리업무동 5층 505호 (가락동, 가락동 농수산물도매시장)",서울,송파구,가락동,02-6978-3456,http://,,,0,1,20151214,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzMxIyQxIyQ3IyQ3OSQ0NjEwMDIjODEjJDEjJDIjJDgz,hira
가암성형외과의원,의원,,,"서울특별시 강남구 논현로171길 15, 카로시티1 2층 201,202,207호 (신사동)",서울,강남구,신사동,02-548-7507,https://blog.naver.com/gaam4u,,,0,1,20050402,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzIxIyQxIyQxIyQ2MiQ0NjE0ODEjODEjJDEjJDIjJDgz,hira
가암염원석성형외과의원,의원,,,"서울특별시 강남구 논현로171길 15, 카로시티1 5층 (신사동)",서울,강남구,신사동,02-548-7575,http://blog.naver.com/gaamyps/223153596339,,,0,1,20230602,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzExIyQyIyQzIyQwMCQzNjE4MzIjNTEjJDEjJDIjJDgz,hira
가인성형외과의원,의원,,,"서울특별시 강남구 논현로 830, 1층 (신사동)",서울,강남구,신사동,02-518-1800,www.gainps.com/,,,0,1,19990504,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzIxIyQxIyQxIyQ5MiQyNjE0ODEjNTEjJDEjJDYjJDgz,hira
강남서연성형외과의원,의원,,,"서울특별시 강남구 강남대로154길 20, 강남서연성형외과 B1,2,3,4층 (신사동)",서울,강남구,신사동,02-535-8889,https://cafe.naver.com/jpmin100,,,0,2,20150901,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzExIyQxIyQ3IyQwMyQzNjE4MzIjNjEjJDEjJDAjJDgz,hira
강남아름다운유외과의원,의원,,,"서울특별시 강남구 테헤란로 410, 금강타워 5층 503~505, 508호 (대치동)",서울,강남구,대치동,02-3453-7575,https://blog.naver.com/gangayou,,,0,1,20170912,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzIxIyQxIyQxIyQ3OSQ0NjEwMDIjNjEjJDEjJDAjJDgz,hira
강남안성형외과의원,의원,,,"서울특별시 강남구 압구정로 152, (신사동)",서울,강남구,신사동,514-8855,http://www.ahnps.co.kr,,,0,1,19980924,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzIxIyQxIyQ5IyQ4OSQzNjE0ODEjNDEjJDEjJDgjJDgz,hira
강남포도여성의원,의원,,,"서울특별시 강남구 강남대로 428, 만이빌딩 2층 (역삼동)",서울,강남구,역삼동,02-3442-4454,https://www.podowoman.com/,,,0,2,20170124,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzExIyQxIyQ3IyQ2MiQzNjE4MzIjNTEjJDEjJDIjJDgz,hira
강동아이비의원,의원,,,"서울특별시 강동구 천호대로 1131, 거산 유팰리스 3,4층 (길동)",서울,강동구,길동,02-484-7525,http://gangdongivy.kr/?page_id=2,,,0,3,20220712,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQ5OSQyNjEyMjIjODEjJDEjJDIjJDgz,hira
강북연세이비인후과의원,의원,,,"서울특별시 강북구 도봉로 52, 8층 (미아동, 와이스퀘어빌딩)",서울,강북구,미아동,02-989-7587,http://www.we88.co.kr/,,,0,1,20020531,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzIxIyQxIyQ1IyQxMyQzNjE0ODEjNDEjJDEjJDgjJDgz,hira
고고성형외과의원,의원,,,"서울특별시 강남구 논현로 838, 4층 (신사동)",서울,강남구,신사동,02-546-2500,http://gogops.com/,,,0,1,20180222,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzIxIyQxIyQ5IyQ3OSQyNjEwMDIjNDEjJDEjJDgjJDgz,hira
고운나라의원,의원,,,"서울특별시 강동구 천호대로 1032, (성내동)",서울,강동구,성내동,02-486-7034,https://blog.naver.com/ygk6687,,,0,1,19951230,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzExIyQxIyQzIyQ3MiQ0NjEwMDIjODEjJDEjJDYjJDgz,hira
고유성형외과의원,의원,,,"서울특별시 강남구 강남대로 624, ICT TOWER, 8층 일부 (신사동)",서울,강남구,신사동,02-540-6888,https://www.youtube.com/@koyoups,yt-support-solutions-kr@google.com,,0,1,20210826,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzExIyQxIyQ3IyQ4OSQyNjE4MzIjNjEjJDEjJDgjJDgz,hira
고태용이비인후과의원,의원,,,"서울특별시 영등포구 도신로60길 2, 4층 (신길동)",서울,영등포구,신길동,02-846-9770,,,,0,1,20010803,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzMxIyQxIyQ3IyQxMyQzNjE0ODEjNjEjJDEjJDgjJDgz,hira
곡샘성형외과의원,의원,,,"서울특별시 강남구 도산대로 509, 9층 (청담동)",서울,강남구,청담동,02-516-3360,https://www.goksaem.com,,,0,1,20200702,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzMxIyQyIyQzIyQwMCQzNjEyMjIjNjEjJDEjJDgjJDgz,hira
골든디아망성형외과의원,의원,,,"서울특별시 강남구 도산대로 420, 청담스퀘어 311호 일부, 312호 A동 (청담동)",서울,강남구,청담동,02-6480-7800,https://cafe.naver.com/goldenview,,,0,1,20210121,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzIxIyQxIyQxIyQwMyQzNjEyMjIjNDEjJDEjJDgjJDgz,hira
공봉택성형외과의원,의원,,,"서울특별시 노원구 노해로 490, 303호 (상계동, 길빌딩)",서울,노원구,상계동,02-932-6767,http://pskong.co.kr/,,,0,1,19970506,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzExIyQxIyQzIyQxMyQzNjEwMDIjNjEjJDEjJDQjJDgz,hira
곽승일성형외과의원,의원,,,"서울특별시 광진구 능동로 95, 3층 (자양동)",서울,광진구,자양동,02-466-0202,,,,0,1,19951109,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzIxIyQxIyQ1IyQ4OSQzNjEwMDIjNDEjJDEjJDQjJDgz,hira
관악이비인후과의원,의원,,,"서울특별시 관악구 봉천로 488, 4층 (봉천동, 서호빌딩)",서울,관악구,봉천동,02-872-6162,http://www.gwanakent.com,,,0,4,20020906,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzMxIyQxIyQzIyQ4MiQ0NjEwMDIjNTEjJDEjJDYjJDgz,hira
국원석성형외과의원,의원,,,"서울특별시 마포구 양화로 152, 5층 (동교동, 대화빌딩)",서울,마포구,동교동,322-9922,http://www.drkook.co.kr/,,국원석,0,1,19940427,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzQxIyQxIyQ3IyQwMyQzNjEyMjIjNjEjJDEjJDQjJDgz,hira
굿라인성형외과의원,의원,,,"서울특별시 강남구 압구정로28길 25, 2층 (신사동)",서울,강남구,신사동,543-1830,www.good-line.co.kr/,,,0,1,20010519,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzQxIyQxIyQ3IyQ4OSQyNjEwMDIjNDEjJDEjJDQjJDgz,hira
굿모나의원,의원,,,"서울특별시 강남구 논현로 843, EGI빌딩 지하1층 1층 (신사동)",서울,강남구,신사동,02-542-5824,https://goodmona.imweb.me/,,,0,2,20220620,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzMxIyQxIyQzIyQ5MiQzNjEyMjIjNDEjJDEjJDQjJDgz,hira
권오상산부인과의원,의원,,,"서울특별시 광진구 뚝섬로 590, 2층 (자양동)",서울,광진구,자양동,02-454-5353,,,,0,1,19900726,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQyIyQ5IyQwMCQzNjEyMjIjNjEjJDEjJDAjJDgz,hira
권장덕케이성형외과의원,의원,,,"서울특별시 강남구 논현로 857, 4층 (신사동, 계룡빌딩)",서울,강남구,신사동,02-3444-1311,http://idea-clinic.com,,,0,1,20170911,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzUxIyQxIyQxIyQ4OSQzNjEyMjIjNzEjJDEjJDgjJDgz,hira
그날성형외과의원,의원,,,"서울특별시 강남구 강남대로 408, YBM강남센터 10층 (역삼동)",서울,강남구,역삼동,02-540-4008,http://geunal.com,,,0,2,20190829,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzExIyQxIyQ3IyQ3OSQzNjEyMjIjODEjJDEjJDYjJDgz,hira
그녀의헤어라인의원,의원,,,"서울특별시 강남구 논현로 826, 제이와이(JY빌딩) 4층 (신사동)",서울,강남구,신사동,02-6953-5827,http://zhairline.com,"zhairline@naver.com, zhairline@zhairline.com",정지헌,0,1,20230511,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzExIyQxIyQzIyQ3OSQzNjE4MzIjNDEjJDEjJDgjJDgz,hira
글램성형외과의원,의원,,,"서울특별시 강남구 도산대로 138, 4층 (논현동)",서울,강남구,논현동,02-543-0309,http://glamps.co.kr,cybercid@spo.go.kr,이태성,0,1,20250417,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzExIyQyIyQ3IyQwMCQyNjEwMDIjNjEjJDEjJDQjJDgz,hira
글램외과의원,의원,,,"서울특별시 서초구 강남대로 483, 2층 (반포동)",서울,서초구,반포동,02-545-4222,http://www.glamclinic.com/,,,0,1,20130530,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzIxIyQxIyQxIyQ4MiQzNjEyMjIjNTEjJDEjJDIjJDgz,hira
글로리서울안과의원,의원,,,"서울특별시 서초구 서초대로74길 3, 글로리빌딩 2~6층 (서초동)",서울,서초구,서초동,02-569-3690,http://www.gloryeye.com,,,0,2,20100714,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzExIyQxIyQzIyQxMyQ0NjE0ODEjNzEjJDEjJDgjJDgz,hira
글로벌성형외과의원,의원,,,"서울특별시 강남구 언주로 846, 글로벌메디컬빌딩 8층 (신사동)",서울,강남구,신사동,514-1133,http://www.globalps.co.kr/,,,0,1,19900514,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzExIyQxIyQzIyQ3MiQzNjEyMjIjNjEjJDEjJDQjJDgz,hira
글로비성형외과의원,의원,,,"서울특별시 강남구 논현로 843, EGI빌딩 5층,6층 (신사동)",서울,강남구,신사동,02-515-3399,http://www.psdoctorbong.co.kr,,,0,2,20070312,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzIxIyQxIyQ1IyQ2MiQzNjEwMDIjNDEjJDEjJDQjJDgz,hira
기린성형외과의원,의원,,,"서울특별시 서초구 서초대로77길 54, 서초더블유타워 7~8층 (서초동)",서울,서초구,서초동,562-1000,https://girinps.com/,"admin@girinlife.com, test@girinlife.com",,0,23,20150713,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzIxIyQxIyQ1IyQ3OSQyNjE4MzIjNjEjJDEjJDgjJDgz,hira
기프트성형외과의원,의원,,,"서울특별시 서초구 강남대로 407, 8층 (서초동)",서울,서초구,서초동,02-3478-8085,https://www.giftps.com/,,약력,0,1,20250624,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzIxIyQxIyQxIyQ5OSQzNjEyMjIjNjEjJDEjJDQjJDgz,hira
김기창안과의원,의원,,,"서울특별시 은평구 통일로 731, (대조동)",서울,은평구,대조동,02-382-1593,,,,0,1,19930817,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQxIyQ2MiQzNjE0ODEjODEjJDEjJDIjJDgz,hira
김동주성형외과의원,의원,,,"서울특별시 양천구 중앙로 277, (신정동)",서울,양천구,신정동,02-2608-1484,,,,0,1,19970227,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzQxIyQxIyQ3IyQ3MiQzNjEyMjIjODEjJDEjJDYjJDgz,hira
김동진성형외과의원,의원,,,"서울특별시 중구 명동길 36-1, 4층 (명동2가, 삼호빌딩)",서울,중구,명동2가,02-753-7383,http://www.djclinic.com,dj@djclinic.com,,0,1,20030823,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzIxIyQxIyQ1IyQwMyQzNjE4MzIjODEjJDEjJDYjJDgz,hira
김순진성형외과의원,의원,,,"서울특별시 노원구 동일로 1417, 5층 (상계동)",서울,노원구,상계동,02-937-0255,https://blog.naver.com/soonjinps,,,0,1,20100205,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzMxIyQxIyQ3IyQ3MiQ0NjE0ODEjNjEjJDEjJDgjJDgz,hira
김안과의원,의원,,,"서울특별시 용산구 한강대로 293, 3층 (갈월동)",서울,용산구,갈월동,02-715-2422,https://blog.naver.com/cjdwnrla,,,0,1,19831103,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQxIyQ5OSQyNjE4MzIjODEjJDEjJDYjJDgz,hira
김안과의원,의원,,,"서울특별시 금천구 시흥대로 224, 금천리메인시티 503,504,505,508호 (시흥동)",서울,금천구,시흥동,02-893-4796,https://blog.naver.com/cjdwnrla,,,0,3,19910228,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQ5OSQzNjEyMjIjNDEjJDEjJDQjJDgz,hira
